OrganizationName,Case Number,PatientID,CommonSpeciesName,GeneralSpeciesName,DVertebrate,DateAdmitted,DDateAdmittedYear,Season,DDateAdmittedMonth,DDateAdmittedDOM,DDateAdmittedDOW,Latitude,Longitude,Disposition,UpdatedDisposition,DayOfWeekNumber,MonthNumber
WRMD,2018-1522,,eastern painted turtle,turtle,Reptile,07/26/2018,2018,Summer,July,26,Thursday,-77.540322,39.116214,Released,released,3,7
WRMD,2018-1525,,woodland box turtle,turtle,Reptile,07/26/2018,2018,Summer,July,26,Thursday,-77.832863,38.638918,Released,released,3,7
WRMD,2018-1526,,red-eared slider,turtle,Reptile,07/26/2018,2018,Summer,July,26,Thursday,-77.751722,38.955485,Died,euthanized in 24hr,3,7
WRMD,2018-1564,,belted kingfisher,bird,Bird,07/31/2018,2018,Summer,July,31,Tuesday,39.513179,-78.091893,Died,euthanized in 24hr,1,7
WRMD,2018-1570,,woodland box turtle,turtle,Reptile,08/01/2018,2018,Summer,August,1,Wednesday,38.957718,-77.60375,Died,died in 24hr,2,8
WRMD,2018-1584,,northern red-bellied cooter,turtle,Reptile,08/02/2018,2018,Summer,August,2,Thursday,39.100085,-77.657066,Released,released,3,8
WRMD,2018-1585,,mallard,bird,Bird,08/02/2018,2018,Summer,August,2,Thursday,38.824647,-78.037078,Died,euthanized in 24hr,3,8
WRMD,2018-1589,,american robin,bird,Bird,08/02/2018,2018,Summer,August,2,Thursday,38.325256,-77.744442,Died,died +24hr,3,8
WRMD,2018-1596,,red-tailed hawk,bird,Bird,08/03/2018,2018,Summer,August,3,Friday,38.863548,-77.779699,Died,euthanized in 24hr,4,8
WRMD,2018-1607,,woodland box turtle,turtle,Reptile,08/05/2018,2018,Summer,August,5,Sunday,39.056118,-77.842885,Died,euthanized in 24hr,6,8
WRMD,2018-1644,,eastern painted turtle,turtle,Reptile,08/09/2018,2018,Summer,August,9,Thursday,39.084414,-78.017231,Died,euthanized in 24hr,3,8
WRMD,2018-1645,,eastern cottontail,rabbits & hares,Mammal,08/09/2018,2018,Summer,August,9,Thursday,38.820767,-78.233171,Died,euthanized in 24hr,3,8
WRMD,2018-1649,,bobwhite quail,bird,Bird,08/10/2018,2018,Summer,August,10,Friday,38.976359,-77.850145,Died,died in 24hr,4,8
WRMD,2018-1671,,woodland box turtle,turtle,Reptile,08/11/2018,2018,Summer,August,11,Saturday,38.985365,-78.054601,Released,released,5,8
WRMD,2018-1672,,woodland box turtle,turtle,Reptile,08/11/2018,2018,Summer,August,11,Saturday,39.106783,-78.408963,Died,euthanized in 24hr,5,8
WRMD,2018-1673,,groundhog,rodent,Mammal,08/11/2018,2018,Summer,August,11,Saturday,39.094158,-77.693267,Died,euthanized +24hr,5,8
WRMD,2018-1696,,woodland box turtle,turtle,Reptile,08/13/2018,2018,Summer,August,13,Monday,38.928308,-78.174537,Released,released,0,8
WRMD,2018-1746,,woodland box turtle,turtle,Reptile,08/18/2018,2018,Summer,August,18,Saturday,39.129975,-78.12819,Died,euthanized in 24hr,5,8
WRMD,2018-1775,,fish crow,bird,Bird,08/21/2018,2018,Summer,August,21,Tuesday,39.109717,-77.954009,Died,died in 24hr,1,8
WRMD,2018-1776,,woodland box turtle,turtle,Reptile,08/21/2018,2018,Summer,August,21,Tuesday,38.854378,-78.142275,Died,euthanized in 24hr,1,8
WRMD,2018-1777,,northern mockingbird,bird,Bird,08/22/2018,2018,Summer,August,22,Wednesday,39.197075,-77.962696,Died,euthanized in 24hr,2,8
WRMD,2018-1779,,mallard,bird,Bird,08/22/2018,2018,Summer,August,22,Wednesday,39.1856597,-78.1633341,Released,released,2,8
WRMD,2018-1796,,red-tailed hawk,bird,Bird,08/24/2018,2018,Summer,August,24,Friday,38.918791,-78.512429,Died,euthanized in 24hr,4,8
WRMD,2018-1825,,black rat snake,snake,Reptile,08/29/2018,2018,Summer,August,29,Wednesday,38.975928,-78.078819,Died,euthanized in 24hr,2,8
WRMD,2018-1843,,common nighthawk,bird,Bird,09/01/2018,2018,Summer,September,1,Saturday,39.089129,-77.545084,Released,released,5,9
WRMD,2018-1865,,snapping turtle,turtle,Reptile,09/06/2018,2018,Summer,September,6,Thursday,38.700017,-77.548271,Released,released,3,9
WRMD,2018-1878,,woodland box turtle,turtle,Reptile,09/09/2018,2018,Summer,September,9,Sunday,39.08344,-78.21806,Died,dead on arrival,6,9
WRMD,2018-1894,,northern raccoon,raccoon,Mammal,09/11/2018,2018,Summer,September,11,Tuesday,39.227085,-78.147285,Died,euthanized in 24hr,1,9
WRMD,2018-1903,,double-crested cormorant,bird,Bird,09/14/2018,2018,Summer,September,14,Friday,38.699383,-77.449871,Died,died +24hr,4,9
WRMD,2018-1908,,virginia opossum,marsupial,Mammal,09/14/2018,2018,Summer,September,14,Friday,38.9969042,-77.4179629,Released,released,4,9
WRMD,2018-1909,,virginia opossum,marsupial,Mammal,09/15/2018,2018,Summer,September,15,Saturday,38.9969042,-77.4179629,Transferred,transferred,5,9
WRMD,2018-1910,,virginia opossum,marsupial,Mammal,09/15/2018,2018,Summer,September,15,Saturday,38.9969042,-77.4179629,Released,released,5,9
WRMD,2018-1911,,virginia opossum,marsupial,Mammal,09/15/2018,2018,Summer,September,15,Saturday,38.9969042,-77.4179629,Transferred,transferred,5,9
WRMD,2018-1918,,eastern gray squirrel,rodent,Mammal,09/15/2018,2018,Summer,September,15,Saturday,38.908882,-78.297456,Died,died in 24hr,5,9
WRMD,2018-1919,,woodland box turtle,turtle,Reptile,09/15/2018,2018,Summer,September,15,Saturday,39.072518,-78.050929,Released,released,5,9
WRMD,2018-1922,,woodland box turtle,turtle,Reptile,09/15/2018,2018,Summer,September,15,Saturday,39.191448,-78.082439,Released,released,5,9
WRMD,2018-1927,,eastern gray squirrel,rodent,Mammal,09/16/2018,2018,Summer,September,16,Sunday,39.224115,-78.201408,Released,released,6,9
WRMD,2018-1928,,woodland box turtle,turtle,Reptile,09/16/2018,2018,Summer,September,16,Sunday,38.611336,-77.63448,Died,euthanized in 24hr,6,9
WRMD,2018-1934,,cooper's hawk,bird,Bird,09/16/2018,2018,Summer,September,16,Sunday,39.00288,-77.397021,Died,euthanized in 24hr,6,9
WRMD,2018-1937,,black rat snake,snake,Reptile,09/17/2018,2018,Summer,September,17,Monday,39.048614,-78.060132,Died,died in 24hr,0,9
WRMD,2018-1940,,woodland box turtle,turtle,Reptile,09/17/2018,2018,Summer,September,17,Monday,39.041987,-77.605404,Died,euthanized in 24hr,0,9
WRMD,2018-1960,,woodland box turtle,turtle,Reptile,09/21/2018,2018,Summer,September,21,Friday,39.278067,-77.763887,Died,dead on arrival,4,9
WRMD,2018-1969,,woodland box turtle,turtle,Reptile,09/23/2018,2018,Autumn,September,23,Sunday,39.032921,-77.553276,Died,died +24hr,6,9
WRMD,2018-1984,,barred owl,owl,Bird,09/24/2018,2018,Autumn,September,24,Monday,39.121376,-77.569352,Released,released,0,9
WRMD,2018-1989,,northern raccoon,raccoon,Mammal,09/25/2018,2018,Autumn,September,25,Tuesday,39.154226,-78.180837,Died,euthanized in 24hr,1,9
WRMD,2018-1990,,mourning dove,bird,Bird,09/25/2018,2018,Autumn,September,25,Tuesday,39.201761,-78.180204,Released,released,1,9
WRMD,2018-1996,,woodland box turtle,turtle,Reptile,09/26/2018,2018,Autumn,September,26,Wednesday,38.295135,-77.483689,Released,released,2,9
WRMD,2018-2010,,woodland box turtle,turtle,Reptile,09/29/2018,2018,Autumn,September,29,Saturday,38.898628,-77.8225,Released,released,5,9
WRMD,2018-2014,,woodland box turtle,turtle,Reptile,09/30/2018,2018,Autumn,September,30,Sunday,39.062749,-77.497226,Released,released,6,9
WRMD,2018-2021,,woodland box turtle,turtle,Reptile,09/30/2018,2018,Autumn,September,30,Sunday,39.010071,-77.782963,Released,released,6,9
WRMD,2018-2022,,eastern screech owl,owl,Bird,10/01/2018,2018,Autumn,October,1,Monday,38.874012,-78.136945,Released,released,0,10
WRMD,2018-2025,,eastern cottontail,rabbits & hares,Mammal,10/02/2018,2018,Autumn,October,2,Tuesday,39.182158,-78.192302,Died,died in 24hr,1,10
WRMD,2018-2026,,woodland box turtle,turtle,Reptile,10/04/2018,2018,Autumn,October,4,Thursday,39.2543,-78.066373,Died,euthanized +24hr,3,10
WRMD,2018-2027,,turkey vulture,bird,Bird,10/02/2018,2018,Autumn,October,2,Tuesday,39.137242,-77.74061,Released,released,1,10
WRMD,2018-2033,,eastern gray squirrel,rodent,Mammal,10/05/2018,2018,Autumn,October,5,Friday,38.861224,-78.399451,Died,euthanized in 24hr,4,10
WRMD,2018-2043,,woodland box turtle,turtle,Reptile,10/08/2018,2018,Autumn,October,8,Monday,38.645981,-78.481288,Died,euthanized +24hr,0,10
WRMD,2018-2044,,woodland box turtle,turtle,Reptile,10/08/2018,2018,Autumn,October,8,Monday,38.689832,-77.836115,Released,released,0,10
WRMD,2018-2054,,barred owl,owl,Bird,10/10/2018,2018,Autumn,October,10,Wednesday,39.138314,-77.657328,Died,euthanized in 24hr,2,10
WRMD,2018-2057,,barred owl,owl,Bird,10/12/2018,2018,Autumn,October,12,Friday,39.170521,-77.784646,Released,released,4,10
WRMD,2018-2060,,northern raccoon,raccoon,Mammal,10/14/2018,2018,Autumn,October,14,Sunday,39.168271,-78.130667,Died,euthanized in 24hr,6,10
WRMD,2018-2061,,northern raccoon,raccoon,Mammal,10/14/2018,2018,Autumn,October,14,Sunday,38.863548,-77.779699,Died,euthanized in 24hr,6,10
WRMD,2018-2071,,black rat snake,snake,Reptile,10/20/2018,2018,Autumn,October,20,Saturday,38.740726,-77.728103,Died,euthanized +24hr,5,10
WRMD,2018-2076,,barred owl,owl,Bird,10/22/2018,2018,Autumn,October,22,Monday,38.998822,-77.733937,Died,euthanized in 24hr,0,10
WRMD,2018-2078,,red-tailed hawk,bird,Bird,10/24/2018,2018,Autumn,October,24,Wednesday,39.28899,-77.85972,Died,euthanized in 24hr,2,10
WRMD,2018-2081,,turkey vulture,bird,Bird,10/25/2018,2018,Autumn,October,25,Thursday,39.199575,-77.589663,Died,euthanized in 24hr,3,10
WRMD,2018-2082,,eastern cottontail,rabbits & hares,Mammal,10/26/2018,2018,Autumn,October,26,Friday,39.185591,-78.170114,Died,died in 24hr,4,10
WRMD,2018-2084,,eastern gray squirrel,rodent,Mammal,10/26/2018,2018,Autumn,October,26,Friday,39.262681,-77.694322,Died,euthanized in 24hr,4,10
WRMD,2018-2085,,cooper's hawk,bird,Bird,10/26/2018,2018,Autumn,October,26,Friday,38.981925,-77.651567,Died,euthanized +24hr,4,10
WRMD,2018-2086,,red-shouldered hawk,bird,Bird,10/26/2018,2018,Autumn,October,26,Friday,39.124186,-77.800241,Died,euthanized in 24hr,4,10
WRMD,2018-2090,,virginia opossum,marsupial,Mammal,10/29/2018,2018,Autumn,October,29,Monday,38.667891,-78.462105,Died,euthanized in 24hr,0,10
WRMD,2018-2091,,eastern gray squirrel,rodent,Mammal,10/29/2018,2018,Autumn,October,29,Monday,38.70864,-77.803166,Died,euthanized in 24hr,0,10
WRMD,2018-2094,,black rat snake,snake,Reptile,11/01/2018,2018,Autumn,November,1,Thursday,39.135711,-77.991926,Died,dead on arrival,3,11
WRMD,2018-2095,,woodland box turtle,turtle,Reptile,11/04/2018,2018,Autumn,November,4,Sunday,39.169668,-78.16856,Released,released,6,11
WRMD,2018-2097,,eastern screech owl,owl,Bird,11/04/2018,2018,Autumn,November,4,Sunday,39.059385,-78.364791,Released,released,6,11
WRMD,2018-2101,,barred owl,owl,Bird,11/05/2018,2018,Autumn,November,5,Monday,38.901523,-78.203366,Died,euthanized in 24hr,0,11
WRMD,2018-2102,,snapping turtle,turtle,Reptile,11/05/2018,2018,Autumn,November,5,Monday,38.949446,-78.2932,Died,died +24hr,0,11
WRMD,2018-2103,,red-shouldered hawk,bird,Bird,11/06/2018,2018,Autumn,November,6,Tuesday,38.496007,-77.573988,Died,euthanized in 24hr,1,11
WRMD,2018-2104,,turkey vulture,bird,Bird,11/07/2018,2018,Autumn,November,7,Wednesday,39.059142,-78.185833,Released,released,2,11
WRMD,2018-2115,,striped skunk,skunk,Mammal,11/13/2018,2018,Autumn,November,13,Tuesday,39.297726,-78.144612,Died,euthanized in 24hr,1,11
WRMD,2018-2120,,ruddy duck,bird,Bird,11/17/2018,2018,Autumn,November,17,Saturday,37.802846,-79.991715,Released,released,5,11
WRMD,2018-2124,,eastern screech owl,owl,Bird,11/17/2018,2018,Autumn,November,17,Saturday,37.914381,-78.781614,Released,released,5,11
WRMD,2018-2126,,barred owl,owl,Bird,11/17/2018,2018,Autumn,November,17,Saturday,38.500928,-78.133043,Released,released,5,11
WRMD,2018-2128,,great horned owl,bird,Bird,11/18/2018,2018,Autumn,November,18,Sunday,37.173945,-79.627874,Released,released,6,11
WRMD,2018-2133,,virginia opossum,marsupial,Mammal,11/20/2018,2018,Autumn,November,20,Tuesday,39.037113,-77.612287,Released,released,1,11
WRMD,2018-2135,,white-tailed deer,deer,Mammal,11/22/2018,2018,Autumn,November,22,Thursday,39.13183,-78.084407,Died,euthanized in 24hr,3,11
WRMD,2018-2144,,great blue heron,bird,Bird,11/27/2018,2018,Autumn,November,27,Tuesday,39.223359,-77.538014,Died,euthanized in 24hr,1,11
WRMD,2018-2145,,eastern screech owl,owl,Bird,11/28/2018,2018,Autumn,November,28,Wednesday,39.079477,-78.592668,Released,released,2,11
WRMD,2018-2146,,eastern gray squirrel,rodent,Mammal,11/30/2018,2018,Autumn,November,30,Friday,38.978267,-77.355784,Released,released,4,11
WRMD,2018-2147,,cooper's hawk,bird,Bird,11/30/2018,2018,Autumn,November,30,Friday,38.256234,-77.427085,Released,released,4,11
WRMD,2018-2148,,virginia opossum,marsupial,Mammal,12/01/2018,2018,Autumn,December,1,Saturday,38.929276,-78.185012,Died,euthanized in 24hr,5,12
WRMD,2018-2149,,northern raccoon,raccoon,Mammal,12/01/2018,2018,Autumn,December,1,Saturday,38.903539,-78.485163,Died,euthanized in 24hr,5,12
WRMD,2018-2151,,virginia opossum,marsupial,Mammal,12/02/2018,2018,Autumn,December,2,Sunday,39.017885,-78.040881,Died,euthanized in 24hr,6,12
WRMD,2018-2154,,red-tailed hawk,bird,Bird,12/04/2018,2018,Autumn,December,4,Tuesday,39.412854,-78.523889,Died,euthanized in 24hr,1,12
WRMD,2018-2155,,eastern screech owl,owl,Bird,12/05/2018,2018,Autumn,December,5,Wednesday,38.966759,-78.044974,Died,euthanized in 24hr,2,12
WRMD,2018-2159,,northern raccoon,raccoon,Mammal,12/08/2018,2018,Autumn,December,8,Saturday,39.188205,-77.630013,Died,dead on arrival,5,12
WRMD,2018-2163,,eastern cottontail,rabbits & hares,Mammal,12/10/2018,2018,Autumn,December,10,Monday,39.138314,-77.657328,Died,euthanized +24hr,0,12
WRMD,2018-2165,,red-tailed hawk,bird,Bird,12/11/2018,2018,Autumn,December,11,Tuesday,39.228706,-77.532346,Released,released,1,12
WRMD,2019-38,,red-tailed hawk,bird,Bird,01/22/2019,2019,Winter,January,22,Tuesday,39.068867,-78.276874,Died,euthanized in 24hr,1,1
WRMD,2019-93,,red-tailed hawk,bird,Bird,02/19/2019,2019,Winter,February,19,Tuesday,38.985025,-78.200031,Released,released,1,2
WRMD,2019-1281,,snapping turtle,turtle,Reptile,07/02/2019,2019,Summer,July,2,Tuesday,39.031339,-77.93458,Died,died in 24hr,1,7
WRMD,2019-1331,,woodland box turtle,turtle,Reptile,07/09/2019,2019,Summer,July,9,Tuesday,39.322275,-78.133216,Died,euthanized in 24hr,1,7
WRMD,2019-1424,,eastern screech owl,owl,Bird,07/20/2019,2019,Summer,July,20,Saturday,38.865124,-78.223799,Died,died in 24hr,5,7
WRMD,2019-1652,,woodland box turtle,turtle,Reptile,08/12/2019,2019,Summer,August,12,Monday,38.486376,-77.4901748,Died,died in 24hr,0,8
WRMD,2019-1661,,canada goose,bird,Bird,08/13/2019,2019,Summer,August,13,Tuesday,38.63126,-77.389935,Released,released,1,8
WRMD,2019-1809,,woodland box turtle,turtle,Reptile,08/29/2019,2019,Summer,August,29,Thursday,39.255978,-78.070863,Released,released,3,8
WRMD,2019-1845,,northern raccoon,raccoon,Mammal,09/02/2019,2019,Summer,September,2,Monday,39.0646,-77.8275,Died,euthanized in 24hr,0,9
WRMD,2019-1852,,woodland box turtle,turtle,Reptile,09/03/2019,2019,Summer,September,3,Tuesday,38.757885,-78.042001,Died,euthanized in 24hr,1,9
WRMD,2019-1879,,purple martin,bird,Bird,09/05/2019,2019,Summer,September,5,Thursday,39.152778,-78.172599,Died,euthanized +24hr,3,9
WRMD,2019-1940,,woodland box turtle,turtle,Reptile,09/12/2019,2019,Summer,September,12,Thursday,38.685276,-77.901592,Died,died in 24hr,3,9
WRMD,2019-1945,,woodland box turtle,turtle,Reptile,09/12/2019,2019,Summer,September,12,Thursday,38.71739,-77.922138,Released,released,3,9
WRMD,2019-1980,,wild turkey,bird,Bird,09/18/2019,2019,Summer,September,18,Wednesday,38.974978,-78.080635,Released,released,2,9
WRMD,2019-2005,,woodland box turtle,turtle,Reptile,09/22/2019,2019,Summer,September,22,Sunday,38.528866,-78.053993,Released,released,6,9
WRMD,2019-2010,,woodland box turtle,turtle,Reptile,09/24/2019,2019,Autumn,September,24,Tuesday,39.010016,-78.229037,Released,released,1,9
WRMD,2019-2043,,woodland box turtle,turtle,Reptile,10/01/2019,2019,Autumn,October,1,Tuesday,38.28078,-77.304625,Died,died +24hr,1,10
WRMD,2019-2049,,woodland box turtle,turtle,Reptile,10/01/2019,2019,Autumn,October,1,Tuesday,39.112724,-77.600461,Died,died +24hr,1,10
WRMD,2019-2061,,woodland box turtle,turtle,Reptile,10/04/2019,2019,Autumn,October,4,Friday,38.810178,-77.272694,Released,released,4,10
WRMD,2019-2074,,barred owl,owl,Bird,10/07/2019,2019,Autumn,October,7,Monday,38.745424,-77.883872,Released,released,0,10
WRMD,2019-2084,,eastern painted turtle,turtle,Reptile,10/09/2019,2019,Autumn,October,9,Wednesday,39.093865,-78.199626,Died,dead on arrival,2,10
WRMD,2019-2085,,woodland box turtle,turtle,Reptile,10/10/2019,2019,Autumn,October,10,Thursday,38.809582,-77.709604,Died,died +24hr,3,10
WRMD,2019-2255,,red-tailed hawk,bird,Bird,12/17/2019,2019,Autumn,December,17,Tuesday,39.014521,-78.35699,Released,released,1,12
WRMD,2020-47,,eastern cottontail,rabbits & hares,Mammal,02/05/2020,2020,Winter,February,5,Wednesday,39.058244,-78.331143,Died,euthanized in 24hr,2,2
WRMD,2020-429,,wild turkey,bird,Bird,04/17/2020,2020,Spring,April,17,Friday,38.992733,-77.885329,Died,euthanized +24hr,4,4
WRMD,2020-1398,,snapping turtle,turtle,Reptile,06/19/2020,2020,Spring,June,19,Friday,39.11019,-78.149071,Died,died +24hr,4,6
WRMD,2020-1629,,woodland box turtle,turtle,Reptile,07/03/2020,2020,Summer,July,3,Friday,39.318562,-77.713103,Died,euthanized in 24hr,4,7
WRMD,2020-1712,,woodland box turtle,turtle,Reptile,07/09/2020,2020,Summer,July,9,Thursday,38.929303,-77.625415,Died,dead on arrival,3,7
WRMD,2020-1907,,snapping turtle,turtle,Reptile,07/22/2020,2020,Summer,July,22,Wednesday,39.038792,-78.156942,Died,died in 24hr,2,7
WRMD,2020-1969,,snapping turtle,turtle,Reptile,07/26/2020,2020,Summer,July,26,Sunday,38.759332,-78.399261,Released,released,6,7
WRMD,2020-1982,,snapping turtle,turtle,Reptile,07/28/2020,2020,Summer,July,28,Tuesday,38.7098,-77.8842,Released,released,1,7
WRMD,2020-1985,,woodland box turtle,turtle,Reptile,07/28/2020,2020,Summer,July,28,Tuesday,39.217407,-78.08452,Died,euthanized +24hr,1,7
WRMD,2020-2037,,eastern painted turtle,turtle,Reptile,08/03/2020,2020,Summer,August,3,Monday,39.01593,-77.511765,Released,released,0,8
WRMD,2020-2052,,woodland box turtle,turtle,Reptile,08/05/2020,2020,Summer,August,5,Wednesday,38.990611,-78.066711,Died,euthanized in 24hr,2,8
WRMD,2020-2059,,woodland box turtle,turtle,Reptile,08/06/2020,2020,Summer,August,6,Thursday,38.999486,-77.572042,Died,dead on arrival,3,8
WRMD,2020-2273,,woodland box turtle,turtle,Reptile,08/28/2020,2020,Summer,August,28,Friday,39.436553,-78.303592,Died,died in 24hr,4,8
WRMD,2020-2611,,eastern screech owl,owl,Bird,10/11/2020,2020,Autumn,October,11,Sunday,38.90948,-78.54744,Released,released,6,10
WRMD,2020-2678,,eastern painted turtle,turtle,Reptile,10/28/2020,2020,Autumn,October,28,Wednesday,38.497078,-77.982413,Died,euthanized in 24hr,2,10
WRMD,2020-2759,,eastern screech owl,owl,Bird,11/28/2020,2020,Autumn,November,28,Saturday,38.918184,78.343025,Released,released,5,11
WRMD,2020-2776,,eastern screech owl,owl,Bird,12/04/2020,2020,Autumn,December,4,Friday,38.970392,-78.050432,Released,released,4,12
WRMD,2021-254,,european starling,bird,Bird,03/11/2021,2021,Winter,March,11,Thursday,39.276551,-77.842394,Died,euthanized in 24hr,3,3
WRMD,2021-255,,bald eagle,bird,Bird,03/12/2021,2021,Winter,March,12,Friday,39.0934,-78.0207,Died,died +24hr,4,3
WRMD,2021-492,,eastern mud turtle,turtle,Reptile,04/12/2021,2021,Spring,April,12,Monday,38.420993,-77.327651,Released,released,0,4
WRMD,2021-508,,canada goose,bird,Bird,04/14/2021,2021,Spring,April,14,Wednesday,38.989712,-77.431224,Died,euthanized in 24hr,2,4
WRMD,2021-1379,,woodland box turtle,turtle,Reptile,06/02/2021,2021,Spring,June,2,Wednesday,38.3955,77.4958,Released,released,2,6
WRMD,2021-1989,,eastern kingbird,bird,Bird,07/05/2021,2021,Summer,July,5,Monday,39.120864,-77.533104,Died,died +24hr,0,7
WRMD,2021-2436,,virginia opossum,marsupial,Mammal,08/07/2021,2021,Summer,August,7,Saturday,39.041987,-77.605404,Released,released,5,8
WRMD,2021-2437,,virginia opossum,marsupial,Mammal,08/07/2021,2021,Summer,August,7,Saturday,39.041987,-77.605404,Released,released,5,8
WRMD,2021-2438,,virginia opossum,marsupial,Mammal,08/07/2021,2021,Summer,August,7,Saturday,39.041987,-77.605404,Released,released,5,8
WRMD,2021-2682,,woodland box turtle,turtle,Reptile,08/27/2021,2021,Summer,August,27,Friday,38.5688,-78033331.0,Died,euthanized in 24hr,4,8
WRMD,2021-2859,,woodland box turtle,turtle,Reptile,09/17/2021,2021,Summer,September,17,Friday,38.758002,-78.674091,Died,euthanized in 24hr,4,9
WRMD,2021-3004,,snapping turtle,turtle,Reptile,10/07/2021,2021,Autumn,October,7,Thursday,38.28544,77.56357,Died,euthanized +24hr,3,10
WRMD,2021-3305,,eastern gray squirrel,rodent,Mammal,12/18/2021,2021,Autumn,December,18,Saturday,39.320053,-77.712725,Died,euthanized in 24hr,5,12
WRMD,2022-520,,snapping turtle,turtle,Reptile,04/14/2022,2022,Spring,April,14,Thursday,38.67239,-77.352702,Released,released,3,4
WRMD,2022-958,,red-eared slider,turtle,Reptile,05/12/2022,2022,Spring,May,12,Thursday,39.27032,77.78872,Died,euthanized in 24hr,3,5
WRMD,2022-966,,woodland box turtle,turtle,Reptile,05/12/2022,2022,Spring,May,12,Thursday,38.81714,-77.531368,Released,released,3,5
WRMD,2022-1167,,brown thrasher,bird,Bird,05/20/2022,2022,Spring,May,20,Friday,38.364736,-77.498183,Died,euthanized +24hr,4,5
WRMD,2022-1186,,snapping turtle,turtle,Reptile,05/22/2022,2022,Spring,May,22,Sunday,39.212837,-77.53515,Died,euthanized +24hr,6,5
WRMD,2022-1208,,virginia opossum,marsupial,Mammal,05/23/2022,2022,Spring,May,23,Monday,38.89112,-78.06714,Died,euthanized in 24hr,0,5
WRMD,2022-1248,,snapping turtle,turtle,Reptile,05/24/2022,2022,Spring,May,24,Tuesday,38.51608,-77.335293,Released,released,1,5
WRMD,2022-1274,,central ratsnake,snake,Reptile,05/25/2022,2022,Spring,May,25,Wednesday,39.101886,-77.712708,Died,euthanized in 24hr,2,5
WRMD,2022-1346,,woodland box turtle,turtle,Reptile,05/28/2022,2022,Spring,May,28,Saturday,38.573988,-77.980839,Died,died +24hr,5,5
WRMD,2022-1356,,eastern painted turtle,turtle,Reptile,05/28/2022,2022,Spring,May,28,Saturday,39.0676121,-78.0377961,Released,released,5,5
WRMD,2022-1471,,eastern painted turtle,turtle,Reptile,06/03/2022,2022,Spring,June,3,Friday,38.65587,-77.784968,Died,died +24hr,4,6
WRMD,2022-1559,,woodland box turtle,turtle,Reptile,06/07/2022,2022,Spring,June,7,Tuesday,38.827775,-77.599753,Died,died +24hr,1,6
WRMD,2022-1565,,woodland box turtle,turtle,Reptile,06/08/2022,2022,Spring,June,8,Wednesday,39.055539,-78.343798,Died,euthanized in 24hr,2,6
WRMD,2022-1579,,woodland box turtle,turtle,Reptile,06/09/2022,2022,Spring,June,9,Thursday,39.11749,-77.77104,Released,released,3,6
WRMD,2022-1586,,eastern painted turtle,turtle,Reptile,06/09/2022,2022,Spring,June,9,Thursday,38.774208,-78.37992,Died,died +24hr,3,6
WRMD,2022-1713,,woodland box turtle,turtle,Reptile,06/17/2022,2022,Spring,June,17,Friday,39.031236,-78.007096,Died,euthanized in 24hr,4,6
WRMD,2022-1973,,eastern painted turtle,turtle,Reptile,07/03/2022,2022,Summer,July,3,Sunday,39.0399811,-77.5305551,Died,died in 24hr,6,7
WRMD,2022-1975,,woodland box turtle,turtle,Reptile,07/04/2022,2022,Summer,July,4,Monday,38.944641,-78.29072,Died,euthanized in 24hr,0,7
WRMD,2022-2430,,eastern cottontail,rabbits & hares,Mammal,08/03/2022,2022,Summer,August,3,Wednesday,39.19215,-77.48705,Died,euthanized in 24hr,2,8
WRMD,2022-2507,,downy woodpecker,bird,Bird,08/12/2022,2022,Summer,August,12,Friday,38.758078,-78.100031,Died,died in 24hr,4,8
WRMD,2022-2837,,woodland box turtle,turtle,Reptile,09/08/2022,2022,Summer,September,8,Thursday,39.00227,-78.34339,Died,died +24hr,3,9
WRMD,2022-2862,,red-tailed hawk,bird,Bird,09/09/2022,2022,Summer,September,9,Friday,38.8978266,-78.2105672,Died,euthanized in 24hr,4,9
WRMD,2022-3076,,snapping turtle,turtle,Reptile,10/07/2022,2022,Autumn,October,7,Friday,39.007017,-77.485246,Died,euthanized in 24hr,4,10
WRMD,2022-3137,,barred owl,owl,Bird,10/23/2022,2022,Autumn,October,23,Sunday,38.924758,-77865673.0,Died,euthanized in 24hr,6,10
WRMD,2022-3272,,central ratsnake,snake,Reptile,11/26/2022,2022,Autumn,November,26,Saturday,38.69463,-77531010.0,Died,euthanized in 24hr,5,11
WRMD,2022-3332,,red-tailed hawk,bird,Bird,12/12/2022,2022,Autumn,December,12,Monday,38.80725,-78.52612,Died,died +24hr,0,12
WRMD,2022-3343,,barn owl,owl,Bird,12/16/2022,2022,Autumn,December,16,Friday,38.9404332,-77.8735439,Died,died +24hr,4,12
WRMD,2022-3379,,great horned owl,bird,Bird,12/25/2022,2022,Winter,December,25,Sunday,39.189661,-78150519.0,Died,euthanized in 24hr,6,12
WRMD,2023-139,,bald eagle,bird,Bird,02/17/2023,2023,Winter,February,17,Friday,38.0798087,-77.3091401,Died,died +24hr,4,2
WRMD,2023-183,,red-tailed hawk,bird,Bird,03/05/2023,2023,Winter,March,5,Sunday,39.102105,-78.035531,Died,euthanized in 24hr,6,3
WRMD,2023-188,,barred owl,owl,Bird,03/06/2023,2023,Winter,March,6,Monday,38.957299,-78096620.0,Died,euthanized in 24hr,0,3
WRMD,2023-214,,black vulture,bird,Bird,03/15/2023,2023,Winter,March,15,Wednesday,39.20009,77.5378,Died,died in 24hr,2,3
