OrganizationName,Case Number,PatientID,CommonSpeciesName,GeneralSpeciesName,DVertebrate,DateAdmitted,DDateAdmittedYear,Season,DDateAdmittedMonth,DDateAdmittedDOM,DDateAdmittedDOW,Latitude,Longitude,Disposition,UpdatedDisposition,DayOfWeekNumber,MonthNumber
WRMD,2023-583,,snapping turtle,turtle,Reptile,04/23/2023,2023,Spring,April,23,Sunday,38.865153,-77.881854,Died,euthanized in 24hr,6,4
WRMD,2023-721,,turkey vulture,bird,Bird,05/01/2023,2023,Spring,May,1,Monday,38.147664,-77703743.0,Died,euthanized in 24hr,0,5
WRMD,2023-880,,eastern painted turtle,turtle,Reptile,05/09/2023,2023,Spring,May,9,Tuesday,38.37534,-78150996.0,Died,died in 24hr,1,5
WRMD,2023-957,,snapping turtle,turtle,Reptile,05/12/2023,2023,Spring,May,12,Friday,38.29988,-77.47951,Died,euthanized +24hr,4,5
WRMD,2023-1595,,eastern painted turtle,turtle,Reptile,06/13/2023,2023,Spring,June,13,Tuesday,38.71033,-78.15452,Died,euthanized in 24hr,1,6
WRMD,2023-1653,,eastern painted turtle,turtle,Reptile,06/17/2023,2023,Spring,June,17,Saturday,38.854925,-78276342.0,Died,euthanized in 24hr,5,6
WRMD,2023-1728,,eastern painted turtle,turtle,Reptile,06/20/2023,2023,Spring,June,20,Tuesday,39.080263,-78.085696,Released,released,1,6
WRMD,2023-1864,,woodland box turtle,turtle,Reptile,06/26/2023,2023,Summer,June,26,Monday,38.768971,-77820310.0,Released,released,0,6
WRMD,2023-2021,,woodland box turtle,turtle,Reptile,07/04/2023,2023,Summer,July,4,Tuesday,38.951002,-77.939597,Released,released,1,7
WRMD,2023-2219,,woodland box turtle,turtle,Reptile,07/16/2023,2023,Summer,July,16,Sunday,38.1944793,-77.520229,Released,released,6,7
WRMD,2023-2243,,woodland box turtle,turtle,Reptile,07/18/2023,2023,Summer,July,18,Tuesday,38.86967,-77.43022,Died,euthanized in 24hr,1,7
WRMD,2023-2337,,eastern painted turtle,turtle,Reptile,07/23/2023,2023,Summer,July,23,Sunday,39.084892,-78.186125,Died,euthanized in 24hr,6,7
WRMD,2023-2755,,turkey vulture,bird,Bird,08/21/2023,2023,Summer,August,21,Monday,36.60524,-78.30096,Died,euthanized +24hr,0,8
WRMD,2023-2759,,virginia opossum,marsupial,Mammal,08/21/2023,2023,Summer,August,21,Monday,38.96842,-78375713.0,Died,euthanized in 24hr,0,8
WRMD,2023-2795,,woodland box turtle,turtle,Reptile,08/25/2023,2023,Summer,August,25,Friday,38.182221,-78.292469,Released,released,4,8
WRMD,2023-3000,,eastern cottontail,rabbits & hares,Mammal,09/10/2023,2023,Summer,September,10,Sunday,38.975538,-78393205.0,Died,euthanized in 24hr,6,9
WRMD,2023-3301,,eastern painted turtle,turtle,Reptile,10/07/2023,2023,Autumn,October,7,Saturday,39.219639,-78214702.0,Released,released,5,10
WRMD,2023-3341,,woodland box turtle,turtle,Reptile,10/14/2023,2023,Autumn,October,14,Saturday,38.429413,-77.432289,Died,euthanized in 24hr,5,10
WRMD,2023-3375,,eastern gray squirrel,rodent,Mammal,10/18/2023,2023,Autumn,October,18,Wednesday,39.134558,-78.226391,Died,euthanized in 24hr,2,10
WRMD,2023-3402,,woodland box turtle,turtle,Reptile,10/21/2023,2023,Autumn,October,21,Saturday,39.1380611,-78.3892623,Died,euthanized in 24hr,5,10
WRMD,2023-3600,,northern raccoon,raccoon,Mammal,12/13/2023,2023,Autumn,December,13,Wednesday,390541.1,781944.3,Died,euthanized in 24hr,2,12
WRMD,2023-3627,,barred owl,owl,Bird,12/22/2023,2023,Winter,December,22,Friday,38.741275,-77.809199,Died,euthanized in 24hr,4,12
WRMD,2024-327,,northern raccoon,raccoon,Mammal,03/26/2024,2024,Spring,March,26,Tuesday,38.956804,-77990078.0,Died,euthanized in 24hr,1,3
WRMD,2024-396,,eastern painted turtle,turtle,Reptile,04/02/2024,2024,Spring,April,2,Tuesday,39.007382,78.147486,Died,euthanized in 24hr,1,4
WRMD,2024-554,,eastern gray squirrel,rodent,Mammal,04/13/2024,2024,Spring,April,13,Saturday,39.168045,-77.596754,Released,released,5,4
WRMD,2024-555,,eastern gray squirrel,rodent,Mammal,04/13/2024,2024,Spring,April,13,Saturday,39.168045,-77.596754,Released,released,5,4
WRMD,2024-556,,eastern gray squirrel,rodent,Mammal,04/13/2024,2024,Spring,April,13,Saturday,39.168045,-77.596754,Released,released,5,4
WRMD,2024-557,,eastern gray squirrel,rodent,Mammal,04/13/2024,2024,Spring,April,13,Saturday,39.168045,-77.596754,Released,released,5,4
WRMD,2024-708,,northern cardinal,bird,Bird,04/21/2024,2024,Spring,April,21,Sunday,39.120799,-77.604915,Released,released,6,4
WRMD,2024-714,,northern raccoon,raccoon,Mammal,04/22/2024,2024,Spring,April,22,Monday,38.97392,78.217193,Died,euthanized in 24hr,0,4
WRMD,2024-762,,central ratsnake,snake,Reptile,04/24/2024,2024,Spring,April,24,Wednesday,39.066271,78.0033,Died,dead on arrival,2,4
WRMD,2024-801,,snapping turtle,turtle,Reptile,04/26/2024,2024,Spring,April,26,Friday,39.26891,-77.62003,Released,released,4,4
WRMD,2024-866,,woodland box turtle,turtle,Reptile,04/29/2024,2024,Spring,April,29,Monday,38.673457,-77.952168,Released,released,0,4
WRMD,2024-1034,,eastern painted turtle,turtle,Reptile,05/06/2024,2024,Spring,May,6,Monday,38.70978,-77.44707,Died,euthanized in 24hr,0,5
WRMD,2024-1036,,snapping turtle,turtle,Reptile,05/06/2024,2024,Spring,May,6,Monday,38.745542,-77.200878,Released,released,0,5
WRMD,2024-1066,,woodland box turtle,turtle,Reptile,05/07/2024,2024,Spring,May,7,Tuesday,39.911883,-78.133676,Died,euthanized in 24hr,1,5
WRMD,2024-1078,,woodland box turtle,turtle,Reptile,05/08/2024,2024,Spring,May,8,Wednesday,38.697535,-77.442945,Released,released,2,5
WRMD,2024-1079,,snapping turtle,turtle,Reptile,05/08/2024,2024,Spring,May,8,Wednesday,39.065613,-77.472258,Died,euthanized in 24hr,2,5
WRMD,2024-1109,,woodland box turtle,turtle,Reptile,05/09/2024,2024,Spring,May,9,Thursday,38.933646,-77.646704,Died,euthanized in 24hr,3,5
WRMD,2024-1151,,eastern painted turtle,turtle,Reptile,05/12/2024,2024,Spring,May,12,Sunday,38.318691,-77.552555,Died,died in 24hr,6,5
WRMD,2024-1202,,red fox,fox,Mammal,05/14/2024,2024,Spring,May,14,Tuesday,39.245235,-78.047297,Died,euthanized in 24hr,1,5
WRMD,2024-1247,,snapping turtle,turtle,Reptile,05/16/2024,2024,Spring,May,16,Thursday,38.947078,-77.565069,Died,euthanized in 24hr,3,5
WRMD,2024-1301,,woodland box turtle,turtle,Reptile,05/19/2024,2024,Spring,May,19,Sunday,38.812231,-77.551054,Died,dead on arrival,6,5
WRMD,2024-1302,,woodland box turtle,turtle,Reptile,05/19/2024,2024,Spring,May,19,Sunday,38.812231,-77.551054,Died,euthanized in 24hr,6,5
WRMD,2024-1305,,snapping turtle,turtle,Reptile,05/19/2024,2024,Spring,May,19,Sunday,39.13533,-78.121045,Died,euthanized in 24hr,6,5
WRMD,2024-1312,,woodland box turtle,turtle,Reptile,05/20/2024,2024,Spring,May,20,Monday,38.854797,-77.90183,Released,released,0,5
WRMD,2024-1317,,snapping turtle,turtle,Reptile,05/20/2024,2024,Spring,May,20,Monday,38.690402,-77.641369,Died,euthanized in 24hr,0,5
WRMD,2024-1329,,eastern painted turtle,turtle,Reptile,05/20/2024,2024,Spring,May,20,Monday,39.202926,-77.752761,Released,released,0,5
WRMD,2024-1330,,eastern painted turtle,turtle,Reptile,05/21/2024,2024,Spring,May,21,Tuesday,38.353368,-77.045711,Died,euthanized in 24hr,1,5
WRMD,2024-1345,,northern raccoon,raccoon,Mammal,05/21/2024,2024,Spring,May,21,Tuesday,39.135601,-77.756214,Died,euthanized in 24hr,1,5
WRMD,2024-1360,,woodland box turtle,turtle,Reptile,05/22/2024,2024,Spring,May,22,Wednesday,39.10353,-78.113564,Died,euthanized in 24hr,2,5
WRMD,2024-1386,,woodland box turtle,turtle,Reptile,05/23/2024,2024,Spring,May,23,Thursday,38.937375,-78.130219,Died,euthanized in 24hr,3,5
WRMD,2024-1398,,woodland box turtle,turtle,Reptile,05/23/2024,2024,Spring,May,23,Thursday,38.9158632,-78.1591519,Released,released,3,5
WRMD,2024-1399,,groundhog,rodent,Mammal,05/23/2024,2024,Spring,May,23,Thursday,39.125836,-78.078707,Died,euthanized in 24hr,3,5
WRMD,2024-1457,,woodland box turtle,turtle,Reptile,05/26/2024,2024,Spring,May,26,Sunday,38.889214,-77.755216,Died,euthanized in 24hr,6,5
WRMD,2024-1478,,woodland box turtle,turtle,Reptile,05/27/2024,2024,Spring,May,27,Monday,38.945878,-77.421847,Released,released,0,5
WRMD,2024-1492,,snapping turtle,turtle,Reptile,05/28/2024,2024,Spring,May,28,Tuesday,38.966513,-77.431421,Released,released,1,5
WRMD,2024-1511,,central ratsnake,snake,Reptile,05/28/2024,2024,Spring,May,28,Tuesday,39.069173,-78.00384,Released,released,1,5
WRMD,2024-1542,,northern cardinal,bird,Bird,05/29/2024,2024,Spring,May,29,Wednesday,39.0857,78.1046,Died,died +24hr,2,5
WRMD,2024-1642,,eastern painted turtle,turtle,Reptile,06/03/2024,2024,Spring,June,3,Monday,38.84765,-77.637,Died,euthanized in 24hr,0,6
WRMD,2024-1699,,barred owl,owl,Bird,06/05/2024,2024,Spring,June,5,Wednesday,38.224175,-77.477843,Died,euthanized in 24hr,2,6
WRMD,2024-1703,,eastern gray squirrel,rodent,Mammal,06/05/2024,2024,Spring,June,5,Wednesday,38.909389,-78.177486,Died,euthanized in 24hr,2,6
WRMD,2024-1704,,snapping turtle,turtle,Reptile,06/05/2024,2024,Spring,June,5,Wednesday,39.231764,-77.752984,Released,released,2,6
WRMD,2024-1923,,northern flicker,bird,Bird,06/17/2024,2024,Spring,June,17,Monday,39.150063,-77.932299,Died,euthanized in 24hr,0,6
WRMD,2024-2120,,woodland box turtle,turtle,Reptile,06/27/2024,2024,Summer,June,27,Thursday,38.916611,-77.51235220152,Released,released,3,6
WRMD,2024-2186,,black vulture,bird,Bird,07/01/2024,2024,Summer,July,1,Monday,38.948422,-78.200029,Died,euthanized in 24hr,0,7
WRMD,2024-2214,,canada goose,bird,Bird,07/03/2024,2024,Summer,July,3,Wednesday,39.0052546,-77.5304247,Died,euthanized in 24hr,2,7
WRMD,2024-2384,,northern raccoon,raccoon,Mammal,07/14/2024,2024,Summer,July,14,Sunday,38.963741,-77.1675269,Released,released,6,7
WRMD,2024-2525,,red-shouldered hawk,bird,Bird,07/21/2024,2024,Summer,July,21,Sunday,38.9725,-77.71843,Released,released,6,7
WRMD,2024-2556,,wood turtle,turtle,Reptile,07/23/2024,2024,Summer,July,23,Tuesday,38.875092,-78.547027,Released,released,1,7
WRMD,2024-2735,,woodland box turtle,turtle,Reptile,08/06/2024,2024,Summer,August,6,Tuesday,38.821239,-77.709808,Died,died in 24hr,1,8
WRMD,2024-2745,,woodland box turtle,turtle,Reptile,08/07/2024,2024,Summer,August,7,Wednesday,39.179075,-78.016753,Died,euthanized in 24hr,2,8
WRMD,2024-2831,,eastern painted turtle,turtle,Reptile,08/13/2024,2024,Summer,August,13,Tuesday,39.020538,-78.29065,Died,euthanized in 24hr,1,8
WRMD,2024-2939,,groundhog,rodent,Mammal,08/20/2024,2024,Summer,August,20,Tuesday,38.873159,-78.633556,Released,released,1,8
WRMD,2024-2944,,eastern painted turtle,turtle,Reptile,08/20/2024,2024,Summer,August,20,Tuesday,39.22803,-78.052592,Released,released,1,8
WRMD,2024-3010,,eastern painted turtle,turtle,Reptile,08/25/2024,2024,Summer,August,25,Sunday,38.769767,-78.386229,Released,released,6,8
WRMD,2024-3023,,woodland box turtle,turtle,Reptile,08/26/2024,2024,Summer,August,26,Monday,39.093646,-77.938948,Released,released,0,8
WRMD,2024-3181,,woodland box turtle,turtle,Reptile,09/06/2024,2024,Summer,September,6,Friday,39.13114,78.13208,Died,euthanized in 24hr,4,9
WRMD,2024-3264,,barred owl,owl,Bird,09/13/2024,2024,Summer,September,13,Friday,39.030428,-77.508158,Died,died in 24hr,4,9
WRMD,2024-3271,,barred owl,owl,Bird,09/13/2024,2024,Summer,September,13,Friday,39.040514,-77.422774,Died,euthanized +24hr,4,9
WRMD,2024-3337,,woodland box turtle,turtle,Reptile,09/19/2024,2024,Summer,September,19,Thursday,39.10444,-77.507471,Died,euthanized in 24hr,3,9
WRMD,2024-3354,,eastern painted turtle,turtle,Reptile,09/20/2024,2024,Summer,September,20,Friday,39.106925,-78.12383,Released,released,4,9
WRMD,2024-3373,,woodland box turtle,turtle,Reptile,09/22/2024,2024,Summer,September,22,Sunday,38.910683,-78.355654,Died,euthanized in 24hr,6,9
WRMD,2024-3440,,snapping turtle,turtle,Reptile,09/28/2024,2024,Autumn,September,28,Saturday,38.764509,-78.07441,Died,died +24hr,5,9
WRMD,2024-3446,,woodland box turtle,turtle,Reptile,09/29/2024,2024,Autumn,September,29,Sunday,38.6975652,-77.4047684,Died,died +24hr,6,9
WRMD,2024-3462,,woodland box turtle,turtle,Reptile,09/30/2024,2024,Autumn,September,30,Monday,38.5362,-77.805287,Died,euthanized +24hr,0,9
WRMD,2024-3509,,groundhog,rodent,Mammal,10/05/2024,2024,Autumn,October,5,Saturday,38.549379,-77.807654,Transferred,transferred,5,10
WRMD,2024-3527,,woodland box turtle,turtle,Reptile,10/07/2024,2024,Autumn,October,7,Monday,39.128561,-78.119743,Died,euthanized in 24hr,0,10
WRMD,2024-3528,,common grackle,bird,Bird,10/07/2024,2024,Autumn,October,7,Monday,39.128561,-78.119743,Died,euthanized in 24hr,0,10
WRMD,2024-3560,,northern raccoon,raccoon,Mammal,10/13/2024,2024,Autumn,October,13,Sunday,38.962989,-78.019894,Died,euthanized in 24hr,6,10
WRMD,2024-3598,,turkey vulture,bird,Bird,10/20/2024,2024,Autumn,October,20,Sunday,39.16152,-77.69092,Died,euthanized in 24hr,6,10
WRMD,2024-3638,,barred owl,owl,Bird,10/29/2024,2024,Autumn,October,29,Tuesday,39.123286,-77.806495,Died,euthanized in 24hr,1,10
WRMD,2024-3648,,barred owl,owl,Bird,10/31/2024,2024,Autumn,October,31,Thursday,38.259683,-77157082.0,Released,released,3,10
WRMD,2024-3657,,red-shouldered hawk,bird,Bird,11/01/2024,2024,Autumn,November,1,Friday,38.976529,-77.662072,Died,euthanized in 24hr,4,11
WRMD,2024-3674,,barred owl,owl,Bird,11/05/2024,2024,Autumn,November,5,Tuesday,38.899115,-77.440879,Died,euthanized in 24hr,1,11
WRMD,2024-3707,,virginia opossum,marsupial,Mammal,11/12/2024,2024,Autumn,November,12,Tuesday,38.920802,-78.339442,Died,euthanized in 24hr,1,11
WRMD,2024-3711,,woodland box turtle,turtle,Reptile,11/13/2024,2024,Autumn,November,13,Wednesday,38.911993,-78.209115,Died,euthanized in 24hr,2,11
WRMD,2024-3732,,barred owl,owl,Bird,11/18/2024,2024,Autumn,November,18,Monday,39.143973,-78.082577,Died,euthanized in 24hr,0,11
WRMD,2024-3740,,red-bellied woodpecker,bird,Bird,11/19/2024,2024,Autumn,November,19,Tuesday,38.901851,-78.183486,Died,euthanized in 24hr,1,11
WRMD,2024-3745,,groundhog,rodent,Mammal,11/21/2024,2024,Autumn,November,21,Thursday,38.92171,-77.920663,Died,euthanized in 24hr,3,11
WRMD,2024-3749,,cooper's hawk,bird,Bird,11/21/2024,2024,Autumn,November,21,Thursday,38.962668,-77.605523,Died,euthanized in 24hr,3,11
WRMD,2024-3752,,red-tailed hawk,bird,Bird,11/21/2024,2024,Autumn,November,21,Thursday,39.256726,-78.101397,Died,euthanized in 24hr,3,11
WRMD,2024-3793,,red-tailed hawk,bird,Bird,12/01/2024,2024,Autumn,December,1,Sunday,38.912531,-77.921283,Died,euthanized in 24hr,6,12
WRMD,2024-3821,,red-tailed hawk,bird,Bird,12/08/2024,2024,Autumn,December,8,Sunday,39.080584,-78.216929,Died,euthanized in 24hr,6,12
WRMD,2024-3846,,red-shouldered hawk,bird,Bird,12/16/2024,2024,Autumn,December,16,Monday,38.377775,-77.459324,Died,euthanized +24hr,0,12
WRMD,2024-3855,,eastern screech owl,owl,Bird,12/20/2024,2024,Autumn,December,20,Friday,38.8475996,-77.9966852,Died,euthanized in 24hr,4,12
